ID,Province/Cities,Home or abroad,Status,Main Classification,Applicant
3342,Beijing,Mainland of China,In Review,G16H50,北京昆仑医云科技有限公司
3343,Beijing,Mainland of China,In Review,G06K9,北京连心医疗科技有限公司
3344,Beijing,Mainland of China,In Review,G16H30,首都医科大学附属北京友谊医院
3345,Jiangsu,Mainland of China,In Review,G06T7,中国科学院苏州生物医学工程技术研究所
3346,Shandong,Mainland of China,In Review,G06K9,济南浪潮高新科技投资发展有限公司
3347,Hunan,Mainland of China,In Review,A61B1,湖南兰茜生物科技有限公司
3348,Guangdong,Mainland of China,In Review,G06T7,中山大学
3349,Hubei,Mainland of China,In Review,G16H50,武汉大学人民医院（湖北省人民医院）
3350,Shanghai,Mainland of China,valid,G06T7,上海联影医疗科技有限公司
3351,Shanghai,Mainland of China,In Review,G16H50,上海联影智能医疗科技有限公司
3352,Shanghai,Mainland of China,In Review,G06T 7,上海宽带技术及应用工程研究中心
3354,Guangdong,Mainland of China,In Review,G06T7,深圳科亚医疗科技有限公司
3355,Liaoning,Mainland of China,In Review,G16H50,东北大学
3356,Shanghai,Mainland of China,In Review,G06K9,上海杏脉信息科技有限公司
3357,Zhejiang,Mainland of China,In Review,G06T7,浙江工业大学
3358,Beijing,Mainland of China,valid,G06T5,首都医科大学
3359,Jilin,Mainland of China,valid,G06K9,吉林大学
3360,Guangdong,Mainland of China,valid,G16H50,深圳市智影医疗科技有限公司
3361,Shanghai,Mainland of China,valid,G16H50,华东理工大学
3362,Guangdong,Mainland of China,valid,G06K9,深圳大学
3363,Zhejiang,Mainland of China,valid,G06T 7,杭州健培科技有限公司
3364,Zhejiang,Mainland of China,In Review,G06N3,杭州健培科技有限公司
3365,Zhejiang,Mainland of China,In Review,G06T7,浙江大学
3366,Shanxi,Mainland of China,In Review,G06K9,太原理工大学
3368,Shanxi,Mainland of China,In Review,G06T7,太原理工大学
3369,Shanxi,Mainland of China,valid,G16H 30,太原理工大学
3370,Shanxi,Mainland of China,In Review,G06T7,太原理工大学
3371,Liaoning,Mainland of China,valid,G06T 7,东北大学
3372,Jilin,Mainland of China,In Review,G06T7,长春工业大学
3373,Shanxi,Mainland of China,In Review,G06K9,太原理工大学
3374,Beijing,Mainland of China,In Review,G06T7,北京深睿博联科技有限责任公司
3375,Beijing,Mainland of China,In Review,A61B6,北京市计算中心
3376,Shanghai,Mainland of China,In Review,G06K9,上海交通大学
3377,Shanghai,Mainland of China,In Review,G06T7,上海交通大学
3378,Shanxi,Mainland of China,In Review,G06T7,西安电子科技大学
3379,Zhejiang,Mainland of China,In Review,G06K9,杭州健培科技有限公司
3380,Beijing,Mainland of China,In Review,A61B5,北京医拍智能科技有限公司
3381,Beijing,Mainland of China,valid,G06T7,北京青燕祥云科技有限公司
3382,Beijing,Mainland of China,In Review,G06T7,北京医拍智能科技有限公司
3383,Shanghai,Mainland of China,In Review,G06T7,点内（上海）生物科技有限公司
3384,Shanxi,Mainland of China,In Review,G06T7,西安电子科技大学
3385,Guangdong,Mainland of China,In Review,G06T7,华南理工大学
3386,Shanghai,Mainland of China,In Review,G06T7,上海哲康医学科技有限公司
3387,Shanghai,Mainland of China,In Review,G06K9,上海点医计算机科技有限公司
3388,Sichuan,Mainland of China,In Review,G06T7,四川元匠科技有限公司
3389,Sichuan,Mainland of China,In Review,G06T7,四川元匠科技有限公司
3390,Liaoning,Mainland of China,In Review,G06T7,沈阳东软医疗系统有限公司
3391,Shanghai,Mainland of China,In Review,G06T7,上海商汤智能科技有限公司
3392,Sichuan,Mainland of China,In Review,G06T7,电子科技大学
3393,Guangdong,Mainland of China,In Review,G06K9,深圳神目信息技术有限公司
3394,Liaoning,Mainland of China,In Review,G16H50,东北大学
3395,Shanghai,Mainland of China,In Review,G06T7,复旦大学
3396,Beijing,Mainland of China,valid,G06T 7,北京青燕祥云科技有限公司
3398,Beijing,Mainland of China,In Review,G16H50,慧影医疗科技（北京）有限公司
3399,Guangdong,Mainland of China,In Review,G06K9,广州大学
3400,Shanghai,Mainland of China,In Review,G06T7,复旦大学
3401,Guangdong,Mainland of China,In Review,G06T7,广州大学
3402,Guangdong,Mainland of China,In Review,G06T7,广州大学
3403,Guangdong,Mainland of China,In Review,G06T7,广州大学
3404,Liaoning,Mainland of China,In Review,G06T7,大连大学
3405,Henan,Mainland of China,In Review,G06T7,郑州云海信息技术有限公司
3406,Liaoning,Mainland of China,In Review,G06T7,心医国际数字医疗系统（大连）有限公司
3407,Sichuan,Mainland of China,In Review,G16H50,成都蓝景信息技术有限公司
3408,Shanxi,Mainland of China,In Review,G06K9,西安电子科技大学
3409,Tianjin,Mainland of China,In Review,G06T7,天津工业大学
3410,Beijing,Mainland of China,In Review,G06T 7,北京天明创新数据科技有限公司
3411,Sichuan,Mainland of China,In Review,G06T 7,成都医云科技有限公司
3412,Shanghai,Mainland of China,In Review,G06T 7,复旦大学
3413,Jilin,Mainland of China,In Review,G06T 7,吉林大学第一医院
3414,Chongqing,Mainland of China,In Review,G06T 7,重庆邮电大学
3415,Beijing,Mainland of China,In Review,G06T 7,北京交通大学
3416,Guangdong,Mainland of China,In Review,G16H 30,广东省人民医院（广东省医学科学院）
3418,Guangdong,Mainland of China,In Review,G16H10,广州视源电子科技股份有限公司
3420,Beijing,Mainland of China,In Review,G16H10,北京天鹏恒宇科技发展有限公司
3421,Beijing,Mainland of China,In Review,G16H 10,北京医联蓝卡在线科技有限公司
3422,Zhejiang,Mainland of China,valid,G16H10,浙江宁格医疗科技有限公司
3423,Beijing,Mainland of China,In Review,G16H10,北京天鹏恒宇科技发展有限公司
3424,Beijing,Mainland of China,In Review,G16H10,北京左医科技有限公司
3425,Jiangsu,Mainland of China,In Review,G16H 50,江苏怡通数码科技有限公司
3426,Jiangxi,Mainland of China,In Review,G10L15,飞救医疗科技（赣州）有限公司
3427,Anhui,Mainland of China,In Review,G10L 15,安徽汇迈信息科技有限公司
3428,Shandong,Mainland of China,In Review,G06Q50,济南市儿童医院
3429,Zhejiang,Mainland of China,In Review,G16H10,浙江和仁科技股份有限公司
3430,Beijing,Mainland of China,In Review,G16H10,北京大学口腔医学院
3431,Hunan,Mainland of China,In Review,G16H10,中南大学湘雅医院
3432,Beijing,Mainland of China,In Review,G16H 10,北京医联蓝卡在线科技有限公司
3433,Beijing,Mainland of China,In Review,G16H10,北京医联蓝卡在线科技有限公司
3434,Jiangsu,Mainland of China,valid,G16H10,丁腊春
3435,Guangdong,Mainland of China,In Review,G16H 40,腾讯科技（深圳）有限公司
3436,Guangdong,Mainland of China,In Review,G16H40,腾讯科技（深圳）有限公司
3437,Beijing,Mainland of China,In Review,G16H30,百度在线网络技术（北京）有限公司
3439,Guangdong,Mainland of China,In Review,G16H40,平安科技（深圳）有限公司
3440,Beijing,Mainland of China,In Review,G16H50,京东方科技集团股份有限公司
3441,Guangdong,Mainland of China,In Review,G16H80,平安科技（深圳）有限公司
3442,Beijing,Mainland of China,In Review,G16H50,京东方科技集团股份有限公司
3443,Guangdong,Mainland of China,In Review,G16H10,平安科技（深圳）有限公司
3444,Beijing,Mainland of China,In Review,G16H50,京东方科技集团股份有限公司
3445,Beijing,Mainland of China,In Review,G16H 40,清华大学
3446,Shanghai,Mainland of China,In Review,G16H 40,万达信息股份有限公司
3447,Chongqing,Mainland of China,In Review,G16H50,重庆柚瓣家科技有限公司
3448,Chongqing,Mainland of China,In Review,G16H50,重庆柚瓣家科技有限公司
3449,Chongqing,Mainland of China,In Review,G16H50,重庆柚瓣家科技有限公司
3450,Beijing,Mainland of China,In Review,G16H 40,秒针信息技术有限公司
3451,Guangdong,Mainland of China,In Review,G16H 50,珠海九松科技有限公司
3452,Shanghai,Mainland of China,In Review,G16H 40,中国人民解放军海军军医大学
3453,Jiangsu,Mainland of China,In Review,G16H 40,南京理工大学
3454,Beijing,Mainland of China,In Review,G16H 40,飞救医疗科技（北京）有限公司
3455,Jiangsu,Mainland of China,In Review,G16H 50,南通奕霖智慧医学科技有限公司
3456,Shanxi,Mainland of China,In Review,G16H 40,西安迪康网络科技有限公司
3457,Beijing,Mainland of China,In Review,G16H 40,清华大学
3458,Guangdong,Mainland of China,In Review,G16H 80,平安科技（深圳）有限公司
3459,Shandong,Mainland of China,In Review,G16H 50,山东大学
3460,Shanghai,Mainland of China,In Review,G16H 40,华东理工大学
3461,Jiangsu,Mainland of China,In Review,G16H 40,苏州工业园区东诚智能网络技术有限公司
3462,Jiangsu,Mainland of China,In Review,G16H 40,南通奕霖智慧医学科技有限公司
3463,Shanghai,Mainland of China,In Review,G16H 40,云知声（上海）智能科技有限公司
3464,Chongqing,Mainland of China,In Review,G07C11,中国人民解放军陆军军医大学第一附属医院
3465,Chongqing,Mainland of China,In Review,G16H40,中国人民解放军陆军军医大学第一附属医院
3466,Chongqing,Mainland of China,In Review,G16H50,中国人民解放军陆军军医大学第一附属医院
3467,Jiangsu,Mainland of China,In Review,G16H40,苏州鱼得水电气科技有限公司
3468,Guangdong,Mainland of China,In Review,G16H40,广州佰迈起生物科技有限公司
3469,Guangdong,Mainland of China,In Review,G16H40,平安科技（深圳）有限公司
3470,Beijing,Mainland of China,In Review,G16H40,京东方科技集团股份有限公司
3471,Shanghai,Mainland of China,In Review,G16H40,上海依智医疗技术有限公司
3472,Sichuan,Mainland of China,In Review,G16H40,成都光魔科技有限公司
3473,Shanghai,Mainland of China,In Review,G06Q10,平安医疗健康管理股份有限公司
3474,Hainan,Mainland of China,In Review,G16H40,海口市人民医院（中南大学湘雅医学院附属海口医院）
3475,Chongqing,Mainland of China,In Review,G06F17,重庆柚瓣家科技有限公司
3476,Chongqing,Mainland of China,In Review,G16H10,重庆柚瓣家科技有限公司
3477,Henan,Mainland of China,In Review,G16H40,郑州大学第一附属医院
3478,Beijing,Mainland of China,In Review,G16H40,北京康夫子科技有限公司
3479,Beijing,Mainland of China,In Review,G16H40,北京百度网讯科技有限公司
3480,Guangdong,Mainland of China,In Review,G16H40,平安医疗科技有限公司
3481,Jiangsu,Mainland of China,In Review,G16H50,南京麦睿智能科技有限公司
3482,Hubei,Mainland of China,In Review,G16H40,武汉大学中南医院
3483,Shanghai,Mainland of China,In Review,G16H50,上海延华智能科技（集团）股份有限公司
3484,Zhejiang,Mainland of China,In Review,G16H40,浙江大学
3485,Hubei,Mainland of China,In Review,G16H50,华中科技大学同济医学院附属协和医院
3486,Beijing,Mainland of China,In Review,G16H40,秒针信息技术有限公司
3487,Guangdong,Mainland of China,In Review,G07C11,深圳市易特科信息技术有限公司
3488,Jiangsu,Mainland of China,In Review,G16H50,无锡中盛医疗设备有限公司
3489,Guangdong,Mainland of China,In Review,G16H40,康美健康云服务有限公司
3490,Guangdong,Mainland of China,In Review,G16H 10,东莞东阳光科研发有限公司
3491,Shanghai,Mainland of China,In Review,G16H40,夏志洁
3492,Guangdong,Mainland of China,In Review,G16H50,北京大学深圳研究生院
3493,Guangdong,Mainland of China,In Review,G06K9,中山大学
3494,Guangdong,Mainland of China,In Review,G16H50,中山市徕康医疗信息软件技术有限公司
3495,Zhejiang,Mainland of China,In Review,G16H50,杭州依图医疗技术有限公司
3496,Guangdong,Mainland of China,In Review,G06K 9,平安科技（深圳）有限公司
3497,Guangdong,Mainland of China,In Review,G06T7,深圳科亚医疗科技有限公司
3498,Liaoning,Mainland of China,In Review,G16H50,东北大学
3499,Sichuan,Mainland of China,In Review,G06T 7,电子科技大学成都学院
3500,Jiangsu,Mainland of China,In Review,G16H50,刘纪君
3501,Beijing,Mainland of China,invalid,G06F19,吴志宏
3502,Shanghai,Mainland of China,invalid,G06F19,中国人民解放军第二军医大学
3503,Shanghai,Mainland of China,invalid,G06F19,上海市闸北区疾病预防控制中心
3504,Guangdong,Mainland of China,invalid,G06F19,深圳市天信生物科技有限公司
3505,Zhejiang,Mainland of China,invalid,G06F19,杭州筹图科技有限公司
3506,Hongkong,China Special Administrative Region,invalid,G06F19,朗迅壹科技有限公司
3507,Chongqing,Mainland of China,In Review,G16H50,重庆市职业病防治院（重庆市第六人民医院）
3508,Shanghai,Mainland of China,In Review,G16H50,同济大学
3509,Yunnan,Mainland of China,In Review,G16H50,昆明理工大学
3510,Hubei,Mainland of China,In Review,G01J5,武汉高德智感科技有限公司
3511,Shanghai,Mainland of China,In Review,G06F19,戴立言
3513,Shanghai,Mainland of China,valid,G06F19,上海市浦东新区疾病预防控制中心
3515,Shanghai,Mainland of China,valid,G16H10,上海市儿童医院
3516,Guangdong,Mainland of China,In Review,G01J5,佛山市因诺威特科技有限公司
3518,Guangxi,Mainland of China,In Review,G16H50,梁昌业
3519,Tianjin,Mainland of China,In Review,G06F19,申海科技（天津）有限公司
3520,Anhui,Mainland of China,In Review,G06T7,安徽科大讯飞医疗信息技术有限公司
3521,Guangdong,Mainland of China,In Review,G16H50,平安科技（深圳）有限公司
3522,Guangdong,Mainland of China,In Review,G16H50,东莞市名道市场营销策划有限公司
3523,Beijing,Mainland of China,In Review,G16H50,泰康保险集团股份有限公司
3524,Jiangsu,Mainland of China,In Review,G01K13,江苏省农业科学院
3525,Yunnan,Mainland of China,In Review,G16H50,昆明理工大学
3526,Shanghai,Mainland of China,In Review,G06T7,上海商汤智能科技有限公司
3527,Guangdong,Mainland of China,In Review,G06F16,平安科技（深圳）有限公司
3528,Beijing,Mainland of China,In Review,G16H10,张健鹏
3529,Hubei,Mainland of China,In Review,G01J 5,武汉高德智感科技有限公司
3530,Guangdong,Mainland of China,In Review,G06T 7,深圳市麦迪普科技有限公司
3531,Beijing,Mainland of China,In Review,G16B 30,中国人民解放军军事科学院军事医学研究院
3532,Guangdong,Mainland of China,In Review,A01K 29,广州影子科技有限公司
3533,Beijing,Mainland of China,In Review,G16H50,北京华夏众康医疗器械有限公司
3534,Shanghai,Mainland of China,valid,G06F16,上海悦程信息技术有限公司
3535,Hubei,Mainland of China,In Review,G16H30,武汉轻工大学
3536,Hubei,Mainland of China,In Review,G16H50,武汉工程大学
3537,Shanxi,Mainland of China,In Review,G16H50,中华人民共和国陕西出入境检验检疫局
3538,Beijing,Mainland of China,valid,G06F19,中国人民解放军防化指挥工程学院
3539,Shanghai,Mainland of China,valid,G16H10,上海市儿童医院
3540,Jiangsu,Mainland of China,In Review,G06N5,南京医科大学第二附属医院
3541,Sichuan,Mainland of China,In Review,G16H50,四川大学
3542,Taiwan,"Taiwan, China",In Review,G06K9,财团法人金属工业研究发展中心
3543,Guangdong,Mainland of China,valid,G16H50,中山大学
3544,Jiangsu,Mainland of China,In Review,G06F19,无锡市疾病预防控制中心
3545,Beijing,Mainland of China,In Review,G16H50,中国科学院地理科学与资源研究所
3546,Tianjin,Mainland of China,In Review,G16B 30,天津华大医学检验所有限公司
3547,Anhui,Mainland of China,In Review,G09B23,张小来
3548,Yunnan,Mainland of China,In Review,G16H50,云南省疾病预防控制中心
3549,Yunnan,Mainland of China,In Review,G16H50,昆明理工大学
3550,Beijing,Mainland of China,valid,G06F19,中国人民解放军防化学院
3551,Guangdong,Mainland of China,In Review,G16H 50,广东省公共卫生研究院
3552,Yunnan,Mainland of China,In Review,G16H50,玉溪市疾病预防控制中心
3553,Qinghai,Mainland of China,In Review,G06Q 10,青海省地方病预防控制所
3554,Gansu,Mainland of China,In Review,G16H50,甘肃大禹九洲空间信息科技有限公司
3555,Zhejiang,Mainland of China,In Review,G16H50,杭州平普智能科技有限公司
3556,Anhui,Mainland of China,In Review,G16H 40,安徽赛福贝特信息技术有限公司
3557,Guangdong,Mainland of China,In Review,G16H50,极力健生物科技（广州）有限公司
3558,Shanghai,Mainland of China,In Review,G16H 50,万达信息股份有限公司
3559,Heilongjiang,Mainland of China,In Review,G16H50,哈尔滨光凯科技开发有限公司
3560,Beijing,Mainland of China,valid,G06F19,中国人民解放军防化指挥工程学院
3561,Beijing,Mainland of China,In Review,G06K9,中国科学院软件研究所
3562,Sichuan,Mainland of China,In Review,G06Q10,成都数联易康科技有限公司
3563,Beijing,Mainland of China,In Review,G16H50,中国科学院软件研究所
3564,Beijing,Mainland of China,valid,G06F19,北京大学
3565,Sichuan,Mainland of China,In Review,G16H 50,四川骏逸富顿科技有限公司
3566,Hubei,Mainland of China,valid,G16H10,武汉市皮肤病防治院
3567,Beijing,Mainland of China,In Review,G06F 16,中国人民解放军军事科学院军事医学研究院
3568,Hubei,Mainland of China,In Review,G01K13,武汉高德智感科技有限公司
3569,Jiangsu,Mainland of China,valid,G16H 50,江苏大学附属医院
3570,Guizhou,Mainland of China,In Review,G16H10,遵义医学院附属医院
3571,Chongqing,Mainland of China,In Review,G16H10,重庆医事通科技发展有限公司
3572,Guangdong,Mainland of China,In Review,G06F19,深圳金域医学检验所有限公司
3573,Hunan,Mainland of China,invalid,G06F19,湖南老码信息科技有限责任公司
3574,Chongqing,Mainland of China,invalid,G06F19,中国人民解放军第三军医大学
3575,Beijing,Mainland of China,invalid,G06F19,中国医学科学院医学信息研究所
3576,Shanghai,Mainland of China,invalid,G06F19,陈晋
3577,Hubei,Mainland of China,invalid,G06F19,武汉大学
3578,Hunan,Mainland of China,invalid,G06F19,湖南老码信息科技有限责任公司
3579,Chongqing,Mainland of China,invalid,G06F19,重庆星空云医疗科技有限公司
3580,Jiangsu,Mainland of China,invalid,G06Q10,南京医科大学
3581,Beijing,Mainland of China,invalid,G06F19,中国科学院遥感与数字地球研究所
3582,Beijing,Mainland of China,invalid,G06F19,中国医学科学院医学信息研究所
3583,Beijing,Mainland of China,valid,G16H50,首都医科大学附属北京佑安医院
3585,Shanxi,Mainland of China,valid,G16H50,西北工业大学
3586,Shanghai,Mainland of China,valid,G16H10,上海市儿童医院
3587,Shanghai,Mainland of China,valid,G16H50,英业达科技有限公司
3588,Yunnan,Mainland of China,In Review,G16H50,云南省疾病预防控制中心
3589,Jiangsu,Mainland of China,valid,G16H 50,江苏大学附属医院
3590,Guangdong,Mainland of China,In Review,G16H50,东莞市名道市场营销策划有限公司
3591,Chongqing,Mainland of China,In Review,G16H50,重庆市职业病防治院（重庆市第六人民医院）
3592,Guangdong,Mainland of China,In Review,G16H 20,平安科技（深圳）有限公司
3593,Zhejiang,Mainland of China,In Review,G16H 50,何泽仪
3594,Jiangsu,Mainland of China,In Review,G16H 10,江苏博子岛智能产业技术研究院有限公司
3595,Guangdong,Mainland of China,invalid,G06F19,李卫云
3596,Beijing,Mainland of China,invalid,G06F19,吴志宏
3597,Zhejiang,Mainland of China,invalid,G06F19,杭州筹图科技有限公司
3598,Chongqing,Mainland of China,invalid,G06F19,重庆星空云医疗科技有限公司
3599,Hubei,Mainland of China,valid,G16H40,王若溪
3600,Guangxi,Mainland of China,In Review,G16H40,柳州市妇幼保健院
3601,Zhejiang,Mainland of China,In Review,G16H40,宁波鑫义信息科技有限公司
3602,Fujian,Mainland of China,valid,G07C11,华侨大学
3603,Shanghai,Mainland of China,In Review,G07C11,上海矩点医疗科技有限公司
3604,Anhui,Mainland of China,In Review,G06Q50,安徽超清科技股份有限公司
3605,Guangdong,Mainland of China,In Review,G06Q10,广州慧扬健康科技有限公司
3606,Beijing,Mainland of China,In Review,G06Q10,李平
3607,Guangdong,Mainland of China,In Review,G06K 9,深圳市前海安测信息技术有限公司
3608,Beijing,Mainland of China,In Review,G16H40,北京睿勤永尚建设顾问有限公司
3609,Shanghai,Mainland of China,invalid,G06Q50,上海市第十人民医院
3610,Jiangsu,Mainland of China,invalid,G06F19,苏州盈迪信康网络信息技术有限公司
3611,Heilongjiang,Mainland of China,invalid,G06F19,齐齐哈尔大学
3612,Guangdong,Mainland of China,invalid,G06Q50,广东医卫互动信息科技有限公司
3613,Guangdong,Mainland of China,In Review,G16H50,广州地理研究所
3614,Jiangxi,Mainland of China,valid,G07C11,江西师范大学
3615,Guangdong,Mainland of China,valid,A47C1,深圳市思雄旗尔生物科技有限公司
3616,Guangdong,Mainland of China,In Review,G07C 11,北京大学深圳医院
3617,Guangdong,Mainland of China,In Review,G07C 11,广东群创信息科技有限公司
3618,Hainan,Mainland of China,valid,G07C 11,海南智弘智能信息化工程有限公司
3619,Hubei,Mainland of China,In Review,G07C11,易挂号（武汉）信息科技有限公司
3620,Anhui,Mainland of China,valid,G07C11,来邦科技股份公司
3621,Zhejiang,Mainland of China,In Review,G07C11,温州医科大学
3622,Liaoning,Mainland of China,In Review,G16H40,赛拓信息技术有限公司
3623,Guangxi,Mainland of China,valid,G07C11,右江民族医学院附属医院
3624,Hunan,Mainland of China,In Review,A47C1,贺李盛
3625,Jiangsu,Mainland of China,In Review,G07C11,薛永芳
3626,Guangdong,Mainland of China,In Review,G16H40,黄宇松
3627,Hubei,Mainland of China,In Review,G07C11,华中科技大学同济医学院附属协和医院
3628,Chongqing,Mainland of China,In Review,G07C11,重庆信联达软件有限公司
3629,Jiangsu,Mainland of China,valid,A61J15,管晓青
3630,Shanghai,Mainland of China,In Review,G07C11,上海中庚智能工程有限公司
3631,Anhui,Mainland of China,In Review,G06Q50,合肥全飞信息科技有限公司
3632,Sichuan,Mainland of China,In Review,G06Q10,四川鸣医科技有限公司
3633,Beijing,Mainland of China,valid,G07C11,北京中科弘睿科技有限公司
3634,Guangdong,Mainland of China,In Review,G07C11,富泰华工业（深圳）有限公司
3635,Sichuan,Mainland of China,valid,G07C11,解修蕊
3636,Zhejiang,Mainland of China,valid,G07C11,浙江慧优科技有限公司
3637,Jiangsu,Mainland of China,valid,G16H40,苏州信亨自动化科技有限公司
3638,Zhejiang,Mainland of China,valid,G07C11,浙江大学
3639,Beijing,Mainland of China,valid,A61M16,北京谊安医疗系统股份有限公司
3640,Shanghai,Mainland of China,valid,G07C11,上海泓深弱电工程有限公司
3641,Guangdong,Mainland of China,In Review,G16H40,侯璇璇
3642,Zhejiang,Mainland of China,valid,G16H40,浙江融创信息产业有限公司
3643,Hebei,Mainland of China,In Review,G06Q10,解君
3644,Chongqing,Mainland of China,In Review,G16H40,蒋勇
3645,Guangdong,Mainland of China,In Review,G16H50,佛山市云团科技有限公司
3646,Zhejiang,Mainland of China,In Review,G06Q10,温州医科大学
3647,Shanxi,Mainland of China,In Review,G06Q10,西安头码软件科技有限公司
3648,Liaoning,Mainland of China,In Review,G07C11,大连高马文化产业发展有限公司
3649,Beijing,Mainland of China,In Review,G06F19,徐天昊
3650,Guangdong,Mainland of China,In Review,G06F19,杜美玲
3651,Jiangsu,Mainland of China,In Review,G06Q10,苏州智康信息科技股份有限公司
3652,Zhejiang,Mainland of China,In Review,G06Q10,余姚市人民医院
3653,Shanghai,Mainland of China,invalid,G06F19,东华大学
3654,Jiangsu,Mainland of China,invalid,G07C11,南京唯实科技有限公司
3655,Shandong,Mainland of China,invalid,G06Q50,浪潮集团有限公司
3656,Guangdong,Mainland of China,invalid,G06F19,广东开放大学（广东理工职业学院）
3657,Anhui,Mainland of China,invalid,G07C11,芜湖德海机器人科技有限公司
3658,Guangxi,Mainland of China,invalid,G07C11,廖奕熙
3659,Zhejiang,Mainland of China,invalid,A47C7,吕碧晓
3660,Shandong,Mainland of China,invalid,A61B90,徐建江
3661,Heilongjiang,Mainland of China,invalid,G06F19,哈尔滨光凯科技开发有限公司
3662,Tianjin,Mainland of China,invalid,G07C11,天津众鑫视讯科技发展有限公司
3663,Tianjin,Mainland of China,invalid,G07C11,天津众鑫视讯科技发展有限公司
3664,Tianjin,Mainland of China,invalid,G07C11,天津众鑫视讯科技发展有限公司
3665,Shanghai,Mainland of China,invalid,G07C11,上海易校信息科技有限公司
3666,Sichuan,Mainland of China,invalid,G07C11,解修蕊
3667,Heilongjiang,Mainland of China,invalid,G06F19,哈尔滨光凯科技开发有限公司
3668,Sichuan,Mainland of China,invalid,G07C11,解修蕊
3669,Sichuan,Mainland of China,invalid,G07C11,解修蕊
3670,Guangdong,Mainland of China,invalid,G07C11,广州医科大学附属第一医院
3671,Shandong,Mainland of China,invalid,G05B19,青岛农业大学
3672,Shandong,Mainland of China,invalid,G07C11,白淑珍
3673,Jiangsu,Mainland of China,invalid,G07C11,常熟市第二人民医院
3674,Jiangsu,Mainland of China,invalid,E04H1,李玉梅
3675,Zhejiang,Mainland of China,invalid,H04L12,浙江网新恩普软件有限公司
3676,Shanghai,Mainland of China,invalid,A61M1,中国人民解放军第二军医大学
3678,Shanghai,Mainland of China,invalid,G07C11,维鹏信息技术（上海）有限公司
3679,Guangdong,Mainland of China,invalid,G07C11,深圳市时代华纳科技有限公司
3680,Guangdong,Mainland of China,invalid,G06Q10,中山爱科数字科技有限公司
3681,Hunan,Mainland of China,invalid,H04N5,刘少龙
3682,Guangdong,Mainland of China,invalid,G07C11,深圳市蓝韵实业有限公司
3683,Guangdong,Mainland of China,invalid,G07C11,深圳市蓝韵实业有限公司
3684,Beijing,Mainland of China,invalid,G06Q10,芦树鹏
3685,Beijing,Mainland of China,invalid,G06Q90,芦树鹏
3686,Fujian,Mainland of China,invalid,G06F19,庄绍冰
3687,Beijing,Mainland of China,invalid,G06Q50,中国人民解放军总医院第一附属医院
3688,Guizhou,Mainland of China,invalid,G06F19,贵阳朗玛信息技术股份有限公司
3689,Sichuan,Mainland of China,invalid,G06Q10,四川精益永创科技有限公司
3690,Sichuan,Mainland of China,invalid,G06Q10,成都润泰茂成科技有限公司
3691,Henan,Mainland of China,invalid,G06Q10,郑州澍青医学高等专科学校
3692,Beijing,Mainland of China,invalid,G06Q50,中国人民解放军总医院第一附属医院
3694,Chongqing,Mainland of China,In Review,G06F 16,重庆华医康道科技有限公司
3695,Beijing,Mainland of China,In Review,G16H 40,北京绪水互联科技有限公司
3696,Shanxi,Mainland of China,In Review,G06Q 10,中国人民解放军第四军医大学
3697,Guangdong,Mainland of China,In Review,G16H40,深圳志来信息技术有限公司
3698,Henan,Mainland of China,In Review,G16H40,华伟
3699,Fujian,Mainland of China,In Review,G16H50,易必祥
3700,Hubei,Mainland of China,valid,G06Q10,湖北福佑家和科技有限公司
3701,Guangdong,Mainland of China,In Review,G16H40,侯璇璇
3702,Guangdong,Mainland of China,In Review,G16H40,广东技术师范学院
3704,Jiangsu,Mainland of China,valid,G06F19,苏州艾隆科技有限公司
3705,Shanghai,Mainland of China,valid,G06Q50,上海华美络信息技术有限公司
3709,Shanghai,Mainland of China,valid,G16H40,上海西门子医疗器械有限公司
3710,Sichuan,Mainland of China,In Review,G16H40,成都华唯科技股份有限公司
3711,Anhui,Mainland of China,In Review,G16H40,合肥工业大学
3712,Beijing,Mainland of China,In Review,G16H40,泰康保险集团股份有限公司
3713,Anhui,Mainland of China,invalid,G06F19,安徽云帮邦网络技术有限公司
3715,Jiangsu,Mainland of China,invalid,G06F19,无锡市妇幼保健院
3716,Chongqing,Mainland of China,invalid,G06F9,重庆安碧捷科技股份有限公司
3717,Guangdong,Mainland of China,invalid,G06Q50,南方医科大学南方医院
3718,Jiangsu,Mainland of China,invalid,G06F19,方正国际软件有限公司
3719,Jiangsu,Mainland of China,invalid,G06Q10,方正国际软件有限公司
3720,Jiangsu,Mainland of China,invalid,G06Q50,苏州美都医用设备有限公司
3721,Jiangsu,Mainland of China,invalid,G06Q50,美合实业（苏州）有限公司
3722,Guangdong,Mainland of China,invalid,G06F19,中山大学
3723,Jiangsu,Mainland of China,invalid,G06Q10,苏州亿倍信息技术有限公司
3724,Jiangsu,Mainland of China,invalid,G06F19,苏州风采信息技术有限公司
3727,Guangdong,Mainland of China,invalid,G06F19,深圳迈瑞生物医疗电子股份有限公司
3728,Shanghai,Mainland of China,invalid,G06Q10,同济大学附属第十人民医院
3729,Shanghai,Mainland of China,invalid,G06Q10,上海岱嘉医学信息系统有限公司
3731,Guangdong,Mainland of China,invalid,G06F19,广东药学院
3733,Shanghai,Mainland of China,invalid,A61B5,上海复旦光华信息科技股份有限公司
3734,Guangdong,Mainland of China,invalid,G06Q10,深圳市医诺智能科技发展有限公司
